0,屋号,営業所所在地,営業所所在地ビル名,営業者氏名,営業者住所,営業の種類,申請区分,営業所電話番号,初回許可日,営業者電話番号,代表者氏名
163,（株）ジェーソン　野辺店,東京都あきる野市野辺９７５番地１,,株式会社　ジェーソン,千葉県柏市大津ケ丘２丁目８番５号,乳類販売業(ショーケース売り),更新,042-559-4195,2005/5/25,04-7193-0911,太田　万三彦
164,（株）ジェーソン　野辺店,東京都あきる野市野辺９７５番地１,,株式会社　ジェーソン,千葉県柏市大津ケ丘２丁目８番５号,食料品等販売業(包装),更新,042-559-4195,2005/5/25,04-7193-0911,太田　万三彦
165,CAFE MOJAVE・カフェモハベ,東京都あきる野市油平１２番地１,,,,飲食店営業(一般飲食店),新規,042-550-0766,2017/10/11,,
166,茶舗小林園／茶々庵,東京都あきる野市油平２１６番地３,,,,飲食店営業(一般飲食店),新規,042-559-0012,2017/8/2,,
167,３?９,東京都あきる野市油平４９番地１,,,,飲食店営業(一般飲食店),更新,042-550-5093,2011/3/16,,
168,明月館　あきる野店,東京都あきる野市油平５４番地,,有限会社ミヤタミート,東京都あきる野市平沢８４７番地,飲食店営業(一般飲食店),更新,042-550-2541,2011/8/19,042-550-3929,桒原　孝子
169,苔庵,東京都あきる野市養沢１１３４番地イ,,株式会社ｍｏｋａｄｏｃｏｓ,東京都あきる野市平沢７３０番地リバーサイド秋葉３０１号,飲食店営業(一般飲食店),新規,,2017/7/25,,上垣　智弘
170,秋川国際マス釣場,東京都あきる野市養沢１３１１番地,,秋川漁業協同組合,東京都あきる野市養沢１３１１番地,そうざい製造業,新規,042-596-0568,2017/3/23,042-596-0568,安永　勝昭
171,登々,東京都あきる野市養沢２８８番地１,,,,飲食店営業(一般飲食店),新規,,2017/2/2,,
172,養沢フィツシングランド,東京都あきる野市養沢４５９番地,,農事組合法人 養沢農業センター,東京都あきる野市養沢２９０番地１,飲食店営業(一般飲食店),更新,042-596-3818,2002/3/15,,内山　正美
173,グラーチャー,東京都あきる野市養沢６８４番地,,株式会社グラーチャー,東京都あきる野市養沢６８４番地,飲食店営業(一般飲食店),新規,042-596-6645,2017/12/1,042-596-6645,佐藤　洋亮、加藤　太郎
174,カフェ・花音,東京都あきる野市留原２８４番地２,,株式会社　勇志館,東京都杉並区西荻北２丁目２８番５号,飲食店営業(一般飲食店),更新,,2011/1/31,,廣澤　克己
175,ファミリーマート　あきる野渕上店,東京都あきる野市渕上１８６番地８,,株式会社こうとく,東京都日野市多摩平三丁目２番地の１,菓子製造業(その他の菓子製造業),新規,042-532-0146,2017/5/1,042-514-9261,藤嶋　耕徳
176,地酒・焼酎の店　一升びん,東京都あきる野市渕上２１０番地１２,,,,飲食店営業(一般飲食店),更新,042-550-5508,2011/4/28,,
177,寿司・割烹　井戸川,東京都あきる野市渕上２６５番地１,,,,飲食店営業(すし屋),更新,042-559-0392,1990/5/8,,
178,飯山氷販売店,東京都稲城市押立１６９２番地５,,,,氷雪販売業,更新,042-377-6255,1969/4/28,,
179,椎名牛乳店,東京都稲城市押立３５０番地１４,,,,乳類販売業(専業),更新,042-377-4955,2007/9/7,,
180,鳥千商店,東京都稲城市押立４９７番地６,,,,飲食店営業(そうざい店),新規,042-377-0353,2017/12/20,,
181,鳥千商店,東京都稲城市押立４９７番地６,,,,食肉販売業(一般),新規,042-377-0353,2017/12/20,,
182,ほっともっと向陽台店,東京都稲城市向陽台２丁目１０番地,,株式会社ＫＧカンパニー,東京都八王子市久保山町二丁目４５番地１,飲食店営業(弁当屋),新規,042-370-4455,2017/12/25,042-696-5721,河野　敬士
183,ほっともっと向陽台店,東京都稲城市向陽台２丁目１０番地,,株式会社ＫＧカンパニー,東京都八王子市久保山町二丁目４５番地１,食料品等販売業(店舗),新規,042-370-4455,2017/12/25,042-696-5721,河野　敬士
184,稲城天然温泉　季乃彩,東京都稲城市向陽台６丁目１３番地,,株式会社メディカル技研,東京都台東区蔵前三丁目6番7号,食料品等販売業(包装),更新,042-370-2614,2011/4/21,03-5835-0600,隠岐　康
185,ファミリーマート　城山公園前店,東京都稲城市向陽台６丁目８番地１,,株式会社F・スタイル,山梨県中巨摩郡昭和町清水新居１５０５番地,菓子製造業(その他の菓子製造業),新規,042-379-9331,2017/5/9,055-221-0062,深沢　邦夫
186,コラボいなぎ,東京都稲城市坂浜１０２９番地１,,社会福祉法人　正夢の会,東京都稲城市坂浜１９５１番地５,飲食店営業(弁当屋),更新,042-313-5001,2010/10/14,042-331-4930,市川　宏伸
187,スポーツ日大アスレティックヴィレッジⅡ,東京都稲城市坂浜１３８２番地１,,株式会社馬渕商事,東京都目黒区平町1丁目16番24号,飲食店営業(集団給食),新規,,2017/2/13,,馬渕　祥正
188,若葉,東京都稲城市坂浜２３０５番地,,,,飲食店営業(一般飲食店),更新,042-331-5591,2011/11/4,,
189,リトルバード,東京都稲城市若葉台１丁目１９番地,,有限会社　オーチス,神奈川県川崎市多摩区東生田１丁目１７番５号402,飲食店営業(一般飲食店),更新,042-350-0335,2004/8/9,044-922-6162,越智　良行
190,ファミリーマート若葉台一丁目店,東京都稲城市若葉台１丁目２３番地,,,,菓子製造業(その他の菓子製造業),新規,042-350-5081,2017/5/9,,
191,本家かまどや　稲城若葉台店,東京都稲城市若葉台１丁目３７番地,,株式会社  本家かまどや,兵庫県神戸市中央区布引町一丁目1番5号,飲食店営業(弁当屋),更新,042-350-7033,2010/3/19,078-251-3050,金原 弘周
192,パティスリー　シュエト,東京都稲城市若葉台１丁目４３番地１,,,,喫茶店営業(店舗),更新,042-331-2906,2005/5/20,,
193,パティスリー　シュエト,東京都稲城市若葉台１丁目４３番地１,,,,菓子製造業(生菓子製造業),更新,042-331-2906,2005/5/20,,
194,餃子の王将　フレスポ若葉台店,東京都稲城市若葉台２丁目１番地１,,株式会社王将フードサービス,京都府京都市山科区西野山射庭ノ上町294番地の1,飲食店営業(一般飲食店),新規,,2017/11/27,075-592-1411,渡邊　直人
195,いなぎ里山キッチン,東京都稲城市若葉台２丁目１番地１,フレスポ若葉台EAST１－７区画,,,飲食店営業(一般飲食店),新規,,2017/3/24,,
196,カフェ・ド・クリエ　フレスポ若葉台,東京都稲城市若葉台２丁目４番地２,フレスポ若葉台１Ｆ,株式会社ポッカクリエイト,東京都千代田区九段南四丁目８番２１号,飲食店営業(一般飲食店),新規,,2017/3/6,03-5275-2758,飯沼　浩
197,ファミリーマート若葉台駅前店,東京都稲城市若葉台２丁目４番地４,,株式会社奈奈,東京都多摩市桜ヶ丘三丁目１４番の２,菓子製造業(その他の菓子製造業),新規,0423-50-6131,2017/5/9,042-378-5501,須崎　正哲
198,セブンイレブン　稲城若葉台３丁目店,東京都稲城市若葉台３丁目１２番地２,,,,飲食店営業(一般飲食店),新規,042-331-7757,2017/8/2,,
199,セブンイレブン　稲城若葉台３丁目店,東京都稲城市若葉台３丁目１２番地２,,,,乳類販売業(ショーケース売り),新規,042-331-7757,2017/8/2,,
200,セブンイレブン　稲城若葉台３丁目店,東京都稲城市若葉台３丁目１２番地２,,,,食肉販売業(包装),新規,042-331-7757,2017/8/2,,
201,セブンイレブン　稲城若葉台３丁目店,東京都稲城市若葉台３丁目１２番地２,,,,魚介類販売業(包装),新規,042-331-7757,2017/8/2,,
202,セブンイレブン　稲城若葉台３丁目店,東京都稲城市若葉台３丁目１２番地２,,,,食料品等販売業(店舗),新規,042-331-7757,2017/8/2,,
203,樹所豆腐店,東京都稲城市大丸１２５番地２５,,,,豆腐製造業,更新,042-377-7680,2011/3/18,,
204,ＦＵＪＩ稲城長沼駅前店,東京都稲城市大丸１９５番地の１,,富士シティオ株式会社,神奈川県横浜市中区日本大通１７番地,飲食店営業(そうざい店),新規,042-370-4011,2017/3/28,045-661-2121,永田　俊雄
205,ＦＵＪＩ稲城長沼駅前店,東京都稲城市大丸１９５番地の１,,富士シティオ株式会社,神奈川県横浜市中区日本大通１７番地,喫茶店営業(店舗),新規,042-370-4011,2017/3/28,045-661-2121,永田　俊雄
206,ＦＵＪＩ稲城長沼駅前店,東京都稲城市大丸１９５番地の１,,富士シティオ株式会社,神奈川県横浜市中区日本大通１７番地,乳類販売業(ショーケース売り),新規,042-370-4011,2017/3/28,045-661-2121,永田　俊雄
207,ＦＵＪＩ稲城長沼駅前店,東京都稲城市大丸１９５番地の１,,富士シティオ株式会社,神奈川県横浜市中区日本大通１７番地,食肉販売業(一般),新規,042-370-4011,2017/3/28,045-661-2121,永田　俊雄
208,ＦＵＪＩ稲城長沼駅前店,東京都稲城市大丸１９５番地の１,,富士シティオ株式会社,神奈川県横浜市中区日本大通１７番地,魚介類販売業(一般),新規,042-370-4011,2017/3/28,045-661-2121,永田　俊雄
209,ＦＵＪＩ稲城長沼駅前店,東京都稲城市大丸１９５番地の１,,富士シティオ株式会社,神奈川県横浜市中区日本大通１７番地,食料品等販売業(店舗),新規,042-370-4011,2017/3/28,045-661-2121,永田　俊雄
210,NAMASTE-INDIAN-NEPAＬI RESTAURANT,東京都稲城市大丸１９６番地,,PRAJWAL合同会社,東京都豊島区北大塚三丁目２７番１２号アクアビル１階,飲食店営業(一般飲食店),新規,042-401-6878,2017/9/8,03-6903-7901,カドカ・ジョティ
211,日本フィルコン　本社食堂,東京都稲城市大丸２２２０番地,,グリーンホスピタリティフードサービス株式会社,東京都新宿区西新宿３丁目２０番２号,飲食店営業(集団給食),更新,042-379-6272,2010/2/17,03-3379-1201,善田　高志
212,サントリープロダクツ株式会社　多摩川工場,東京都稲城市大丸２２７１番地,,サントリープロダクツ株式会社,東京都中央区京橋三丁目1番1号,乳製品製造業,更新,042-377-4161,2011/7/13,03-3275-7034,伊藤　昇
213,サントリープロダクツ株式会社　多摩川工場,東京都稲城市大丸２２７１番地,,サントリープロダクツ株式会社,東京都中央区京橋三丁目1番1号,清涼飲料水製造業,更新,042-377-4161,2011/7/13,03-3275-7034,伊藤　昇
214,中西食品株式会社,東京都稲城市大丸２２８５番地２６,,中西食品株式会社,東京都稲城市大丸２２８５番地２６,めん類製造業,更新,042-377-0628,1981/5/29,042-377-0628,中西　博
215,ファミリーマート稲城いちょう並木通店,東京都稲城市大丸４２５番地１,,有限会社谷井建物管理,東京都日野市南平五丁目７番地４,飲食店営業(一般飲食店),新規,042-370-5035,2017/3/10,042-591-0058,谷井　剛
216,ファミリーマート稲城いちょう並木通店,東京都稲城市大丸４２５番地１,,有限会社谷井建物管理,東京都日野市南平五丁目７番地４,菓子製造業(その他の菓子製造業),新規,042-370-5035,2017/5/10,042-591-0058,谷井　剛
217,中華そば五一,東京都稲城市大丸５１５番地,,,,飲食店営業(一般飲食店),更新,,2011/4/26,,
218,星乃珈琲店　稲城大丸店,東京都稲城市大丸５２５番地４,,日本レストランシステム株式会社,東京都渋谷区猿楽町10番11号,飲食店営業(一般飲食店),更新,042-370-0133,2010/1/29,03-5456-0123,大林　豁史
219,洋麺屋五右衛門　稲城店,東京都稲城市大丸５２５番地４,,日本レストランシステム株式会社,東京都渋谷区猿楽町10番11号,飲食店営業(一般飲食店),更新,042-370-0166,2010/1/29,03-5456-0123,大林　豁史
220,カレーショップわくわく,東京都稲城市大丸６０番地１１,サンパレス１階,特定非営利活動法人　わくわく,東京都稲城市大丸６０番地１１サンパレス１階,飲食店営業(一般飲食店),更新,042-378-4649,2005/7/11,042-378-4649,永野　満
221,カレーショップわくわく,東京都稲城市大丸６０番地１１,サンパレス１階,特定非営利活動法人　わくわく,東京都稲城市大丸６０番地１１サンパレス１階,菓子製造業(その他の菓子製造業),更新,042-378-4649,2005/7/11,042-378-4649,永野　満
222,鈴の屋,東京都稲城市大丸８６番地,,,,飲食店営業(一般飲食店),更新,042-379-1005,2005/3/4,,
223,一福,東京都稲城市東長沼１０３０番地１,,,,飲食店営業(一般飲食店),更新,042-378-8826,1994/1/1,,
224,旭ラボ,東京都稲城市東長沼１５０８番地１,,合同会社旭栄物産,東京都稲城市東長沼１０５７番地,調味料等製造業,新規,,2017/4/7,,日浦　大
225,KYリカー　稲城店,東京都稲城市東長沼１７１６番地１,,株式会社カクヤス,東京都北区豊島２丁目３番１号,食料品等販売業(包装),更新,042-378-5616,2011/7/1,03-3919-6111,佐藤　順一
226,ピザーラ/ビバパエリア稲城店,東京都稲城市東長沼１７２６番地１６,,株式会社　フォーシーズ,東京都港区南青山５丁目１２番４号,飲食店営業(仕出し屋),更新,042-379-1100,2005/5/30,03-3409-6000,浅野秀則
